Internal - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Address,Content,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Title 2,Title 2 Length,Title 2 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1",Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,URL Encoded Address
https://www.virginholidays.co.uk/destinations/asia-and-far-east/thailand/chiang-mai-holidays,text/html;charset=UTF-8,200,OK,Indexable,,Chiang Mai Holidays 2019/2020 | Thailand | Virgin Holidays,58,476,,0,0,Holiday to Chiang Mai to discover the famous White Temple and the bustling night bazaar. Check out our Chiang Mai holidays and packages at Virgin Holidays today.,161,957,,0,Holidays in Chiang Mai,22,,0,A great starting point to explore this spectacular region,57,Prices from £781pp,18,,,https://www.virginholidays.co.uk/destinations/asia-and-far-east/thailand/chiang-mai-holidays,,,343043,2393,4.386622,2,,21,11,0.41,63,45,27,22,fd621394d895de8a75dd43d21d821210,0.511,"Wed, 02 Jan 2019 12:02:50 CET",,,https://www.virginholidays.co.uk/destinations/asia-and-far-east/thailand/chiang-mai-holidays
https://www.virginholidays.co.uk/dam/jcr:0b0d9da2-50eb-4fe2-99b6-8a23b866c39f,image/jpeg;charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,163770,0,0,3,,0,0,0,0,0,0,0,,0.045,"Tue, 30 May 2017 10:03:17 CEST",,,https://www.virginholidays.co.uk/dam/jcr:0b0d9da2-50eb-4fe2-99b6-8a23b866c39f
https://www.virginholidays.co.uk/dam/mmb/tour_documents/CHYHVJ18TourItinerary.pdf,application/pdf;charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,1,1,0.04,0,0,0,0,,0.105,"Tue, 23 Oct 2018 16:17:49 CEST",,,https://www.virginholidays.co.uk/dam/mmb/tour_documents/CHYHVJ18TourItinerary.pdf
https://www.virginholidays.co.uk/dam/jcr:b44dfa14-cf12-49c7-b8a4-9a530398e6e6,image/jpeg;charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,1448650,0,0,4,,0,0,0,0,0,0,0,,0.869,"Mon, 08 May 2017 12:54:35 CEST",,,https://www.virginholidays.co.uk/dam/jcr:b44dfa14-cf12-49c7-b8a4-9a530398e6e6
https://www.virginholidays.co.uk/disney-offers,text/html;charset=UTF-8,200,OK,Indexable,,Disney Offers | Virgin Holidays,31,244,,0,0,It’s easy to see why Walt Disney World Resort is the holiday of your dreams. And these dreams can come true – just like magic.,126,746,,0,Walt Disney World Resort Special Offers,39,,0,Our 2019 offers are here to make your Walt Disney World Resort holiday a dream come true,88,Disney Value Resort Hotels,26,,,https://www.virginholidays.co.uk/disney-offers,,,335627,2229,4.416808,1,,4,2,0.08,65,43,28,22,11019c482db3e4b85825c35e41bb4dc3,0.065,"Wed, 02 Jan 2019 11:59:28 CET",,,https://www.virginholidays.co.uk/disney-offers
https://www.virginholidays.co.uk/destinations/caribbean/st-lucia/bay-gardens-inn-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,1,1,0.04,0,0,0,0,,0.164,,,,https://www.virginholidays.co.uk/destinations/caribbean/st-lucia/bay-gardens-inn-holidays
"https://www.virginholidays.co.uk/holiday/antigua/hawksbill-by-rex-resorts/options?departureDate=13-05-2019&duration=13&gateway=LHR&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/antigua/hawksbill-by-rex-resorts/options?departureDate=13-05-2019&duration=13&gateway=LHR&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/destinations/caribbean/mexico/riviera-maya/grand-oasis-tulum-browse,text/html,200,OK,Indexable,,"Grand Oasis Tulum | Riviera Maya, Mexico Hotel | Virgin Holidays",64,525,,0,0,,0,0,,0,Grand Oasis Tulum,17,,0,The hotel,9,Where is it,11,,,,,,369055,2212,3.803999,3,,6,3,0.11,54,37,26,21,921409b6b9c25b7797fe82a63665fbc9,0.018,,,,https://www.virginholidays.co.uk/destinations/caribbean/mexico/riviera-maya/grand-oasis-tulum-browse
https://www.virginholidays.co.uk/destinations/florida/orlando/international-drive/vista-cay-resort-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,1,1,0.04,0,0,0,0,,0.136,,,,https://www.virginholidays.co.uk/destinations/florida/orlando/international-drive/vista-cay-resort-holidays
https://www.virginholidays.co.uk/destinations/usa/oregon/portland/hotel-modera-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,1,1,0.04,0,0,0,0,,0.14,,,,https://www.virginholidays.co.uk/destinations/usa/oregon/portland/hotel-modera-holidays
"https://www.virginholidays.co.uk/holiday/varadero/royalton-hicacos-resort-and-spa/options?departureDate=22-06-2019&duration=14&gateway=MAN&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/varadero/royalton-hicacos-resort-and-spa/options?departureDate=22-06-2019&duration=14&gateway=MAN&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/destinations/indian-ocean/mauritius/veranda-grand-baie-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,1,1,0.04,0,0,0,0,,0.187,,,,https://www.virginholidays.co.uk/destinations/indian-ocean/mauritius/veranda-grand-baie-holidays
https://www.virginholidays.co.uk/destinations/usa/los-angeles/beverly-hills-hotels,text/html,200,OK,Indexable,,Beverly Hills Hotels 2019/2020 | Hotels in Beverly Hills | Virgin Holidays,74,570,,0,0,,0,0,,0,Hotels in Beverly Hills,23,We found you 7 amazing hotels…,30,Beverly Hilton,14,Beverly Wilshire a Four Seasons Hotel,37,,,,,,402501,2581,4.181356,3,,6,3,0.11,72,45,26,21,bd3d8acb6eda16a2529116d13f51d486,0.226,,,,https://www.virginholidays.co.uk/destinations/usa/los-angeles/beverly-hills-hotels
https://www.virginholidays.co.uk/destinations/middle-east/abu-dhabi-hotels,text/html,200,OK,Indexable,,Abu Dhabi Hotels 2019/2020 | Hotels in Abu Dhabi | Virgin Holidays,66,538,429 Too Many Requests,21,197,,0,0,,0,Error 429 Too Many Requests,27,Hotels in Abu Dhabi,19,Qasr Al Sarab Desert Resort by Anantara,39,"Ritz-Carlton Abu Dhabi, Grand Canal",35,,,,,,525002,4694,5.6719785,3,,9,4,0.15,84,51,26,21,879329d0d4989daba5a025e82deeb3cb,0.544,,,,https://www.virginholidays.co.uk/destinations/middle-east/abu-dhabi-hotels
https://www.virginholidays.co.uk/destinations/usa/deep-south/tennessee/memphis-hotels,text/html,200,OK,Indexable,,Memphis Hotels 2019/2020 | Hotels in Memphis | Virgin Holidays,62,516,,0,0,,0,0,,0,Hotels in Memphis,17,We found you 7 amazing hotels…,30,Guest House at Graceland,24,Crowne Plaza Memphis,20,,,,,,391659,2428,4.1372724,3,,8,4,0.15,76,47,26,21,5b3dd7f508b0fdb318c7bf0f6b3ecd34,0.542,,,,https://www.virginholidays.co.uk/destinations/usa/deep-south/tennessee/memphis-hotels
"https://www.virginholidays.co.uk/holiday/kissimmee/omni-orlando-resort-at-championsgate/options?departureDate=05-05-2019&duration=14&gateway=BFS&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/kissimmee/omni-orlando-resort-at-championsgate/options?departureDate=05-05-2019&duration=14&gateway=BFS&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/travel-extras/car-hire/overview,text/html;charset=UTF-8,200,OK,Indexable,,Holiday Car Hire 2019/2020 | Holiday Car Rentals | Virgin Holidays,66,533,,0,0,"Have the freedom to explore new places with Virgin Holidays' car hire. Discover our car hire locations in the USA, Canada, South Africa and the Caribbean today.",160,926,,0,Car Hire,8,,0,No Fuss Car Hire,16,Our car hire locations,22,,,https://www.virginholidays.co.uk/travel-extras/car-hire/overview,,,892914,1834,2.1273046,1,,2671,2662,99.85,58,42,26,21,a9d39a0e15159a9d7f56c4f35779fd50,0.544,"Wed, 02 Jan 2019 12:01:32 CET",,,https://www.virginholidays.co.uk/travel-extras/car-hire/overview
https://www.virginholidays.co.uk/destinations/usa/los-angeles-holidays/things-to-do,text/html,200,OK,Indexable,,Virgin Experiences,18,148,,0,0,,0,0,,0,,0,,0,Book your perfect holiday direct,32,,0,,,,,,306528,561,1.4523959,3,,10,5,0.19,44,33,26,21,898ca6798b1908043dffd1bee54892c9,0.12,,,,https://www.virginholidays.co.uk/destinations/usa/los-angeles-holidays/things-to-do
https://www.virginholidays.co.uk/special-offers?parent=6354&size=200,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,2,2,0.08,0,0,0,0,,,,,,https://www.virginholidays.co.uk/special-offers?parent=6354&size=200
https://www.virginholidays.co.uk/.imaging/Tablet/dam/feb14dd2-00a7-4871-87aa-075f40c5e1b1.jpg,image/jpeg;charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,52455,0,0,4,,0,0,0,0,0,0,0,,0.404,"Wed, 02 Jan 2019 11:09:40 UTC",,,https://www.virginholidays.co.uk/.imaging/Tablet/dam/feb14dd2-00a7-4871-87aa-075f40c5e1b1.jpg
https://www.virginholidays.co.uk/destinations/florida/gulf-coast-beaches/fort-myers-holidays/things-to-do/{{megaMenu%5B4%5D.link}},,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,2,2,0.08,0,0,0,0,,,,,,https://www.virginholidays.co.uk/destinations/florida/gulf-coast-beaches/fort-myers-holidays/things-to-do/%7B%7BmegaMenu%5B4%5D.link%7D%7D
"https://www.virginholidays.co.uk/holiday/varadero/paradisus-princesa-del-mar/options?departureDate=09-03-2019&duration=7&gateway=LHR&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/varadero/paradisus-princesa-del-mar/options?departureDate=09-03-2019&duration=7&gateway=LHR&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/holiday-types/ski-and-board-holidays/offers,text/html;charset=UTF-8,200,OK,Indexable,,Ski and board holidays | Virgin Holidays,40,317,,0,0,,0,0,,0,Ski and board offers,20,,0,Canada ski and board offers,27,Whistler,8,,,https://www.virginholidays.co.uk/holiday-types/ski-and-board-holidays/offers,,,897867,1433,1.8822386,3,,3,2,0.08,61,47,26,21,c735e6b7b4192f4bb455d5081be5f460,1.46,"Wed, 02 Jan 2019 11:05:58 UTC",,,https://www.virginholidays.co.uk/holiday-types/ski-and-board-holidays/offers
https://www.virginholidays.co.uk/holiday-types/adult-only-holidays,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,2,,1,1,0.04,0,0,0,0,,0.225,"Wed, 02 Jan 2019 11:02:55 UTC",https://www.virginholidays.co.uk/holiday-types/adult-only-holidays/overview,HTTP Redirect,https://www.virginholidays.co.uk/holiday-types/adult-only-holidays
https://www.virginholidays.co.uk/who-are-we/sustainable,text/html;charset=UTF-8,200,OK,Indexable,,Sustainable hotels | Virgin Holidays,36,282,,0,0,,0,0,,0,Sustainable hotels,18,,0,,0,Book your perfect holiday direct,32,,,https://www.virginholidays.co.uk/who-are-we/sustainable,,,886342,1387,1.8578608,2,,3,2,0.08,46,34,30,24,66d23fff3159e468f5449f96243f191d,0.666,"Wed, 02 Jan 2019 11:02:56 UTC",,,https://www.virginholidays.co.uk/who-are-we/sustainable
"https://www.virginholidays.co.uk/holiday/walt-disney-world/disneys-grand-floridian-resort-and-spa/options?departureDate=17-08-2019&duration=14&gateway=GLA&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,6,2,0.08,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/walt-disney-world/disneys-grand-floridian-resort-and-spa/options?departureDate=17-08-2019&duration=14&gateway=GLA&room=a2,i0&searchType=deal"
"https://www.virginholidays.co.uk/holiday/banff/inns-of-banff/options?departureDate=15-04-2019&duration=7&gateway=MAN&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/banff/inns-of-banff/options?departureDate=15-04-2019&duration=7&gateway=MAN&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/flight-information/virgin-atlantic,text/html;charset=UTF-8,200,OK,Indexable,,Virgin Atlantic flight information | Virgin Holidays,52,379,,0,0,,0,0,,0,Virgin Atlantic Flight Information,34,,0,Direct Flights,14,Superb inflight service,23,,,https://www.virginholidays.co.uk/flight-information/virgin-atlantic,,,903684,2171,2.335883,3,,5,4,0.15,49,36,40,25,2e417f9fb946c144b8c688aae5370094,1.151,"Wed, 02 Jan 2019 12:06:01 CET",,,https://www.virginholidays.co.uk/flight-information/virgin-atlantic
https://www.virginholidays.co.uk/bestofbothprides/terms-and-conditions,text/html;charset=UTF-8,200,OK,Indexable,,429 Too Many Requests,21,197,Best of Both Prides - Competition Terms & Conditions | Virgin Holidays,70,563,Best of Both Prides Competition Terms & Conditions,50,304,,0,Error 429 Too Many Requests,27,Virgin Holidays Best of both Prides Competition  Terms and Conditions,69,Book your perfect holiday direct,32,,0,,,https://www.virginholidays.co.uk/bestofbothprides/terms-and-conditions,,,894607,2904,2.8998208,5,,3,2,0.08,48,35,26,21,c4de06f14b2cb21164ba93eb5b0fb275,0.398,"Wed, 02 Jan 2019 11:12:07 UTC",,,https://www.virginholidays.co.uk/bestofbothprides/terms-and-conditions
https://www.virginholidays.co.uk/destinations/caribbean/barbados/sea-breeze-beach-house-by-ocean-hotels-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,1,1,0.04,0,0,0,0,,0.588,,,,https://www.virginholidays.co.uk/destinations/caribbean/barbados/sea-breeze-beach-house-by-ocean-hotels-holidays
https://www.virginholidays.co.uk/destinations/usa/deep-south/tennessee-hotels,text/html,200,OK,Indexable,,Tennessee Hotels 2019/2020 | Hotels in Tennessee | Virgin Holidays,66,552,429 Too Many Requests,21,197,,0,0,,0,Hotels in Tennessee,19,We found you 18 amazing hotels…,31,Crowne Plaza Memphis,20,Doubletree Hotel Memphis Downtown,33,,,,,,523511,5249,6.5492415,3,,8,4,0.15,96,57,26,21,a9cef63a6dc7098c4199bb6b2a1d0046,0.205,,,,https://www.virginholidays.co.uk/destinations/usa/deep-south/tennessee-hotels
https://www.virginholidays.co.uk/destinations/florida/orlando/walt-disney-world/disneys-yacht-and-beach-club-resorts-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,1,1,0.04,0,0,0,0,,0.135,,,,https://www.virginholidays.co.uk/destinations/florida/orlando/walt-disney-world/disneys-yacht-and-beach-club-resorts-holidays
https://www.virginholidays.co.uk/holiday-types/weddings-and-honeymoons/hotels/the-landings-resort-and-spa-by-elegant-hotels,text/html;charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"The Landings Resort & Spa by Elegant Hotels | St Lucia, Caribbean Hotel | Virgin Holidays",89,724,,0,0,"The Landings&#x2019; signature cocktail sums up this deliciously decadent hotel, &#x2018;Sweet Euphoria&#x2019;. An all-villa resort, it delivers moments like kicking off your shoes and sinking your feet into the sand at Callaloo Beach Bar &amp; Grill &#x2014; just one of its five bars and restaurants &#x2014; or soaking up views of its private marina or Rodney Bay as you stretch out on your suite&#x2019;s terrace; or letting the world drift by as you relax in its three pools, two hot tubs, sweeping sandy beach, and luxury spa and fitness club. Little guests have not been forgotten either &#x2014; they can create memories of picnic trips to Pigeon Island, sand sculpting, and fishing by the bay at their kids&#x2019; club. Just remember, Rodney Bay Village is only 10 minutes&#x2019; drive away if you can bear to tear yourself from The Landings&#x2019; luxury.",869,4500,,0,{{holidayContent.name}},23,,0,,0,,0,,,https://www.virginholidays.co.uk/destinations/caribbean/st-lucia/the-landings-resort-and-spa-by-elegant-hotels-browse,,,338785,640,1.5103974,3,,1,1,0.04,49,34,27,21,798edc6da65bb7fd4fde108bb5914794,0.308,"Wed, 02 Jan 2019 11:06:01 UTC",,,https://www.virginholidays.co.uk/holiday-types/weddings-and-honeymoons/hotels/the-landings-resort-and-spa-by-elegant-hotels
https://www.virginholidays.co.uk/destinations/caribbean/grenada/coyaba-beach-resort-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,1,1,0.04,0,0,0,0,,0.508,,,,https://www.virginholidays.co.uk/destinations/caribbean/grenada/coyaba-beach-resort-holidays
https://www.virginholidays.co.uk/destinations/usa/boston-holidays/things-to-do/,text/html,200,OK,Indexable,,Virgin Experiences,18,148,,0,0,,0,0,,0,,0,,0,Book your perfect holiday direct,32,,0,,,,,,306448,561,1.452775,4,,4,2,0.08,44,33,26,21,a26c78034f4b663841f90d665707f7e0,0.02,,,,https://www.virginholidays.co.uk/destinations/usa/boston-holidays/things-to-do/
"https://www.virginholidays.co.uk/holiday/kissimmee/clarion-suites-maingate/options?departureDate=18-08-2019&duration=14&gateway=BFS&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/kissimmee/clarion-suites-maingate/options?departureDate=18-08-2019&duration=14&gateway=BFS&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/destinations/africa/zambia/victoria-falls-holidays,text/html;charset=UTF-8,200,OK,Indexable,,Victoria Falls Holidays 2019/2020 | Zambia | Virgin Holidays,60,476,,0,0,"With Victoria Falls holidays, experience the full roar and sheer size of this natural wonder. Book with Virgin Holidays for Victoria Falls packages and more.",157,890,,0,Holidays in Victoria Falls,26,,0,The largest falling curtain of water in the world,49,Prices from £1210pp,19,,,https://www.virginholidays.co.uk/destinations/africa/zambia/victoria-falls-holidays,,,322618,784,1.8216591,2,,9,4,0.15,57,40,27,22,80288923acbd87f896460fd6aabbf249,0.377,"Wed, 02 Jan 2019 12:02:59 CET",,,https://www.virginholidays.co.uk/destinations/africa/zambia/victoria-falls-holidays
https://www.virginholidays.co.uk/.resources/virginholidays-web-vhols/versioned/js/virginholidays-web-vhols.ngscripts-3.1.0.min.js,application/javascript;charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,77675,0,0,1,,0,0,0,0,0,0,0,,0.02,"Fri, 14 Dec 2018 11:47:40 CET",,,https://www.virginholidays.co.uk/.resources/virginholidays-web-vhols/versioned/js/virginholidays-web-vhols.ngscripts-3.1.0.min.js
https://www.virginholidays.co.uk/.imaging/Desktop/dam/c2bfaf5f-3f36-49bf-af40-c46a53303a3b.png,image/png;charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,2409,0,0,3,,0,0,0,0,0,0,0,,0.043,"Wed, 02 Jan 2019 11:00:09 UTC",,,https://www.virginholidays.co.uk/.imaging/Desktop/dam/c2bfaf5f-3f36-49bf-af40-c46a53303a3b.png
"https://www.virginholidays.co.uk/holiday/walt-disney-world/disneys-pop-century-resort/options?departureDate=21-06-2020&duration=7&gateway=BFS&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/walt-disney-world/disneys-pop-century-resort/options?departureDate=21-06-2020&duration=7&gateway=BFS&room=a2,i0&searchType=deal"
"https://www.virginholidays.co.uk/holiday/antigua/galley-bay-resort-and-spa/options?departureDate=30-04-2019&duration=11&gateway=LGW&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/antigua/galley-bay-resort-and-spa/options?departureDate=30-04-2019&duration=11&gateway=LGW&room=a2,i0&searchType=deal"
"https://www.virginholidays.co.uk/holiday/dubai-beach/grosvenor-house/options?departureDate=10-09-2019&duration=4&gateway=GLA&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,3,1,0.04,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/dubai-beach/grosvenor-house/options?departureDate=10-09-2019&duration=4&gateway=GLA&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/destinations/usa/california-coast/san-luis-obispo/inn-at-morro-bay-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,1,1,0.04,0,0,0,0,,0.155,,,,https://www.virginholidays.co.uk/destinations/usa/california-coast/san-luis-obispo/inn-at-morro-bay-holidays
https://www.virginholidays.co.uk/destinations/usa/hawaii/kauai/st-regis-princeville-resort-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,1,1,0.04,0,0,0,0,,0.172,,,,https://www.virginholidays.co.uk/destinations/usa/hawaii/kauai/st-regis-princeville-resort-holidays
https://www.virginholidays.co.uk/destinations/florida/orlando/universal-orlando-resort/universals-aventura-hotel-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,4,,1,1,0.04,0,0,0,0,,0.601,,,,https://www.virginholidays.co.uk/destinations/florida/orlando/universal-orlando-resort/universals-aventura-hotel-holidays
https://www.virginholidays.co.uk/destinations/canada/ottawa/delta-hotels-by-marriott-ottawa-city-centre-browse,text/html,200,OK,Indexable,,Virgin Holidays | 2019/2020,27,220,429 Too Many Requests,21,197,,0,0,,0,Error 429 Too Many Requests,27,"Oops, something’s gone wrong!",29,Book your perfect holiday direct,32,,0,,,,,,305918,623,1.5785275,4,,0,0,0,45,32,27,21,f5491eef227fb474e7054c2c260a386e,0.516,,,,https://www.virginholidays.co.uk/destinations/canada/ottawa/delta-hotels-by-marriott-ottawa-city-centre-browse
https://www.virginholidays.co.uk/holiday-types/flydrive-motorhomes,text/html;charset=UTF-8,200,OK,Indexable,,Motorhome Hire 2019/2020 | Motorhome Holidays | Virgin Holidays,63,533,,0,0,Embrace the freedom of the open road in North America with a motorhome holiday. Hire a motorhome and set off on your road trip with Virgin Holidays.,148,869,,0,Motorhome Flydrive holidays,27,,0,Motorhome holidays – discover the USA and Canada in a real SUV,62,C19 RV Motorhome,16,,,https://www.virginholidays.co.uk/holiday-types/flydrive-motorhomes,,,901414,2663,2.635526,2,,8,6,0.23,63,50,29,21,3ad05a5a431ddf893e946b91ab801f26,0.408,,,,https://www.virginholidays.co.uk/holiday-types/flydrive-motorhomes
https://www.virginholidays.co.uk/destinations/canada/halifax/delta-hotels-by-marriott-halifax-holidays,text/html;charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,5,,1,1,0.04,0,0,0,0,,0.169,,,,https://www.virginholidays.co.uk/destinations/canada/halifax/delta-hotels-by-marriott-halifax-holidays
https://www.virginholidays.co.uk/destinations/caribbean/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,1,1,0.04,0,0,0,0,,0.132,"Wed, 02 Jan 2019 12:06:02 CET",https://www.virginholidays.co.uk/destinations/caribbean,HTTP Redirect,https://www.virginholidays.co.uk/destinations/caribbean/
https://www.virginholidays.co.uk/destinations/indian-ocean/mauritius/veranda-grand-baie-browse,text/html,200,OK,Indexable,,"Veranda Grand Baie | Mauritius, Indian Ocean Hotel | Virgin Holidays",68,550,,0,0,,0,0,,0,Veranda Grand Baie,18,,0,The hotel,9,Where is it,11,,,,,,355012,2206,4.0932903,3,,5,3,0.11,52,36,26,21,2830ac07161e3e5b407c5dd0adb81799,0.057,,,,https://www.virginholidays.co.uk/destinations/indian-ocean/mauritius/veranda-grand-baie-browse
"https://www.virginholidays.co.uk/holiday/antigua/hawksbill-by-rex-resorts/options?departureDate=27-07-2019&duration=14&gateway=GLA&room=a2,i0&searchType=deal",,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,0,0,0,3,,6,2,0.08,0,0,0,0,,,,,,"https://www.virginholidays.co.uk/holiday/antigua/hawksbill-by-rex-resorts/options?departureDate=27-07-2019&duration=14&gateway=GLA&room=a2,i0&searchType=deal"
https://www.virginholidays.co.uk/destinations/asia-and-far-east/india/goa/park-hyatt-goa-browse,text/html; charset=utf-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,275,0,0,3,,3,2,0.08,0,0,0,0,,0.061,,,,https://www.virginholidays.co.uk/destinations/asia-and-far-east/india/goa/park-hyatt-goa-browse
